x	y	z	!doppler
0.000000000000	0.8799899988419925	0.23841079744118854	0.0000000
0.000244140625	0.4825432950189297	0.20160118756838818	-0.3515151
0.000488281250	0.7649503174513802	0.6536764235029102	0.2907669
0.000732421875	0.734626740866363	0.9980182313351089	-0.4087501
0.000976562500	0.4051052940004741	0.7760954573382657	0.7260038
0.001220703125	0.5416431248721798	0.9984319123505245	0.7315072
0.001464843750	0.8366741206576311	0.10590561444935132	-0.8605067
0.001708984375	0.7628595253309672	0.3241422114982151	0.5436428
0.001953125000	0.3652879122856336	0.9447949315792298	-0.6670782
0.002197265625	0.050461020386082245	0.6349822891699785	-0.7991058
0.002441406250	0.7590515244056993	0.5926191387610149	0.6237912
0.002685546875	0.2886340293481394	0.973993178267976	-0.0799964
0.002929687500	0.4938978887547356	0.9044942559382986	0.7113602
0.003173828125	0.43310231328124194	0.8183141451889011	-1.1492932
0.003417968750	0.5642053078011068	0.27323671988414444	1.3565681
0.003662109375	0.9012925740935991	0.5579993331031657	-1.4405345
0.003906250000	0.7163739532454605	0.7984115959755318	-1.4034827
0.004150390625	0.27365816919234054	0.21138458163823892	-0.0370247
0.004394531250	0.08903491592376511	0.13078942769925006	-0.5742788
0.004638671875	0.9582913145852938	0.3037929812824106	1.2214734
0.004882812500	0.1507912608708234	0.2398002992835192	0.4981404
0.005126953125	0.6438050314376947	0.4857814001587779	-1.6069059
0.005371093750	0.5148674099311704	0.14161371217708096	0.0125304
0.005615234375	0.8195686221236225	0.6477946736161659	-0.0083421
0.005859375000	0.6797695237205654	0.44676128325200615	1.7739877
0.006103515625	0.3777309015589301	7.644809315698886E-6	0.4659106
0.006347656250	0.996036532334673	0.438758669291193	0.8858671
0.006591796875	0.3280681539071352	0.8292999626645221	1.8646927
0.006835937500	0.19138726693148	0.2789719290134163	-1.2449326
0.007080078125	0.9545443334614566	0.4197219342504299	1.8704632
0.007324218750	0.6000464990930207	0.8480130171865202	1.5145822
0.007568359375	0.3215730473105848	0.9284746079163474	-2.0850454
0.007812500000	0.8367588300840957	0.6802376112540343	1.1587985
0.008056640625	0.8983227369674623	0.8463403384656135	1.8512031
0.008300781250	0.03197607591021612	0.4254579663054241	-0.0284873
0.008544921875	0.21100724790382197	0.039664977081401154	-1.4345028
0.008789062500	0.90193011275966	0.28077238473109667	0.3568140
0.009033203125	0.855956113481267	0.27040660118811544	2.2773619
0.009277343750	0.8657801389777569	0.8754520516886958	2.1294156
0.009521484375	0.9103605949629259	0.521429440698023	2.2824085
0.009765625000	0.14174951385149215	0.16311480071836237	-0.4138075
0.010009765625	0.7629422458840449	0.4161364847469968	-1.3408222
0.010253906250	0.25514401677797505	0.9779546699465294	1.3259362
0.010498046875	0.6533934872875432	0.5146973060423523	0.4076851
0.010742187500	0.6733700709152305	0.0455853220663448	-2.4816153
0.010986328125	0.7572900390524692	0.29354277773042403	-1.2269675
0.011230468750	0.3465475971217076	0.40409388992804296	-0.0575466
0.011474609375	0.48227773072408964	0.170461452620134	-0.2307593
0.011718750000	0.7770394205153952	0.3871914516608095	-1.6259875
0.011962890625	0.75168686175493	0.02454710725815512	-2.5733122
0.012207031250	0.8671950101270776	0.5488853317384289	0.3965113
0.012451171875	0.44332953176981704	0.2784108054451343	2.2777254
0.012695312500	0.20183336978595423	0.16788685670120407	-2.6332127
0.012939453125	0.8240863851542028	0.7594847013804692	2.2518901
0.013183593750	0.6104663274202324	0.2600082717281764	-2.2460186
0.013427734375	0.7749912014044954	0.23790915856250805	2.6580356
0.013671875000	0.823989767217541	0.3480907302424956	-2.6127730
0.013916015625	0.8368730443417021	0.7504086829797524	0.6913435
0.014160156250	0.7915475278490751	0.5915447771762298	2.3989955
0.014404296875	0.623217436667168	0.5627262838554645	-1.6441770
0.014648437500	0.7554985448453954	0.2613736947738219	-2.6758087
0.014892578125	0.9447593871641982	0.8975997501193459	-0.2356891
0.015136718750	0.49589484961586794	0.961588929811777	2.0696854
0.015380859375	0.06942285588343533	0.3609278301429959	2.9277812
0.015625000000	0.25060449319080824	0.4442164818268528	2.8826462
0.015869140625	0.90157265283497	0.3356877273583214	2.6734584
0.016113281250	0.6931898908784551	0.3426314725099546	2.6712650
0.016357421875	0.5061465880055027	0.4813301338715281	2.8988234
0.016601562500	0.007878812493494536	0.6567475359250757	3.0750815
0.016845703125	0.32608667322691653	0.8757912527587225	2.6330098
0.017089843750	0.5394417351881744	0.363626960657905	1.0023698
0.017333984375	0.6455906441245102	0.26792624524258113	-1.5588263
0.017578125000	0.7155158004219977	0.09836593332909183	-3.1594969
0.017822265625	0.3370555510983094	0.3700816455196825	-1.4813832
0.018066406250	0.9398922477473696	0.4526490729014383	2.2943315
0.018310546875	0.69618787906796	0.11368929852988152	2.5881932
0.018554687500	0.9375108315582616	0.07215580114204323	-1.8672330
0.018798828125	0.2176050963900017	0.31517744993295516	-2.4866556
0.019042968750	0.5953808859097968	0.3990406188763507	2.6182696
0.019287109375	0.49235605507492486	0.2551597315936892	1.0536865
0.019531250000	0.6883760111952135	0.6019984111634177	-3.3108894
0.019775390625	0.01913854189999875	0.2607757676494956	2.0422842
0.020019531250	0.004825132653933473	0.9639644127247136	0.9055065
0.020263671875	0.6125942252437825	0.4992222970812653	-3.0246172
0.020507812500	0.2940496363917505	0.756288454430318	3.2942852
0.020751953125	0.2649126461340773	0.8399266429836273	-2.1140875
0.020996093750	0.14647306781583969	0.418261304131024	0.3736504
0.021240234375	0.7710775836667114	0.8234794075741483	1.2283971
0.021484375000	0.3866557201641063	0.6821603802617997	-2.3789351
0.021728515625	0.16344041406571552	0.4873567399043035	3.0596862
0.021972656250	0.8105839995470622	0.13652149842563	-3.3919580
0.022216796875	0.01790717130904962	0.04162674972058289	3.5223177
0.022460937500	0.13076992782482733	0.6041313280971042	-3.5655566
0.022705078125	0.9918767745720175	0.1622486722975477	3.5861140
0.022949218750	0.806193722938296	0.6262757182606404	-3.5967412
0.023193359375	0.5331705472948434	0.9752377319655109	3.5620259
0.023437500000	0.02884806958962205	0.2910668265160372	-3.4039455
0.023681640625	0.5595433782236722	0.6418820547862258	3.0138636
0.023925781250	0.5146202463179104	0.6212119584261226	-2.2794704
