x	y	z	!bump
0.000000000000	0.32098854380872377	0.3748838401983874	0.0016830
0.000244140625	0.7361514496778502	0.5104678964333849	0.0016895
0.000488281250	0.6259423402921174	0.6090371342367685	0.0016961
0.000732421875	0.4533229357203338	0.6944444140610452	0.0017027
0.000976562500	0.022329828562742682	0.9116104578933143	0.0017094
0.001220703125	0.16512737042841874	0.9348276639602091	0.0017161
0.001464843750	0.14293560616971768	0.9462404610725226	0.0017229
0.001708984375	0.4117081860818005	0.2672569752911367	0.0017297
0.001953125000	0.7929659492442014	0.8235808052051634	0.0017365
0.002197265625	0.08622843348770748	0.061903225624593716	0.0017434
0.002441406250	0.7005043395314123	0.7531032846073411	0.0017504
0.002685546875	0.6724066855016895	0.743728842858848	0.0017574
0.002929687500	0.19737288306353618	0.22586761481987205	0.0017645
0.003173828125	0.513547671469759	0.44717445193076677	0.0017716
0.003417968750	0.14610338627782005	0.08034126012549203	0.0017787
0.003662109375	0.409729731194145	0.20784116491051974	0.0017859
0.003906250000	0.9609496027156483	0.18713942697923236	0.0017932
0.004150390625	0.6376614947686455	0.5681524906665796	0.0018005
0.004394531250	0.8843475289123919	0.9035950196495444	0.0018079
0.004638671875	0.5668224891054487	0.27964349028457447	0.0018153
0.004882812500	0.7749583502736104	0.8953566590767722	0.0018228
0.005126953125	0.40585379706156155	0.12143885535477017	0.0018303
0.005371093750	0.5394040972707669	0.3997525625261721	0.0018379
0.005615234375	0.25476624053116614	0.722645963602753	0.0018456
0.005859375000	0.9970336650215598	0.5144468305625606	0.0018533
0.006103515625	0.5613853760432932	0.6758025227368221	0.0018610
0.006347656250	0.4055325221304307	0.6349537259992168	0.0018689
0.006591796875	0.2845540756294501	0.159182922061875	0.0018768
0.006835937500	0.09491657011736532	0.735864901478347	0.0018847
0.007080078125	0.5519649448288158	0.7476813971482147	0.0018927
0.007324218750	0.6584271415963602	0.7931830610325146	0.0019008
0.007568359375	0.367096497394407	0.08515379916214894	0.0019089
0.007812500000	0.9310701031835257	0.2789452082103798	0.0019171
0.008056640625	0.9675783559127615	0.6155143543575387	0.0019254
0.008300781250	0.5500195589824661	0.32435730825983144	0.0019337
0.008544921875	0.7664129414427274	0.6255477062693423	0.0019421
0.008789062500	0.23583236474888492	0.8439511559469886	0.0019505
0.009033203125	0.4178315606138684	0.43930999176027474	0.0019591
0.009277343750	0.05939658641303558	0.6408138663796393	0.0019677
0.009521484375	0.44116565282574915	0.7221580815345757	0.0019763
0.009765625000	0.8667636347180754	0.2717287714486646	0.0019851
0.010009765625	0.008964335675085366	0.5018585582700292	0.0019939
0.010253906250	0.7224902442273388	0.24110615729943363	0.0020027
0.010498046875	0.9596920369788592	0.694893471595248	0.0020117
0.010742187500	0.7018432167012111	0.9138707748066279	0.0020207
0.010986328125	0.8306904862119584	0.6379931535451219	0.0020298
0.011230468750	0.6131959174668278	0.3900127050304184	0.0020390
0.011474609375	0.7236918887675012	0.3680906493163403	0.0020482
0.011718750000	0.2641729999649959	0.4672968491145172	0.0020576
0.011962890625	0.1130209829852693	0.16830654323344962	0.0020670
0.012207031250	0.6985751320775125	0.7336654228553262	0.0020764
0.012451171875	0.28572551988414896	0.2032366321845075	0.0020860
0.012695312500	0.4258434509918363	0.7771569380925443	0.0020957
0.012939453125	0.9632263317864169	0.9037296724229408	0.0021054
0.013183593750	0.040798836040101594	0.478704261046327	0.0021152
0.013427734375	0.7956793748200243	0.12950540973343183	0.0021251
0.013671875000	0.7886184060099307	0.3619633623474633	0.0021351
0.013916015625	0.8430942678330636	0.03737839534387788	0.0021451
0.014160156250	0.5684878790284933	0.014363493588955167	0.0021553
0.014404296875	0.8613548799944395	0.013516041470395646	0.0021656
0.014648437500	0.5890950693849238	0.6648582639327262	0.0021759
0.014892578125	0.19663915491992345	0.9900743917516936	0.0021863
0.015136718750	0.39010649385281926	0.10639680363958948	0.0021968
0.015380859375	0.3583374217393481	0.9597181646505466	0.0022075
0.015625000000	0.2259952688611292	0.2849225349706237	0.0022182
0.015869140625	0.8884192641786022	0.5259467805859376	0.0022290
0.016113281250	0.872065465837043	0.04174669204157522	0.0022399
0.016357421875	0.9743011157655953	0.8828110592787508	0.0022509
0.016601562500	0.75724437999349	0.6924324941316283	0.0022620
0.016845703125	0.3626182600372999	0.7045203342787941	0.0022732
0.017089843750	0.9541908455413807	0.3528649886479124	0.0022845
0.017333984375	0.5229059732358095	0.043602838676730316	0.0022960
0.017578125000	0.9644941123193156	0.1819706977007315	0.0023075
0.017822265625	0.6830470607837076	0.48569709488149093	0.0023191
0.018066406250	0.4252147643196763	5.903111505658476E-4	0.0023309
0.018310546875	0.3124435060500379	0.48971572673086383	0.0023427
0.018554687500	0.8327452492359925	0.06729667963941655	0.0023547
0.018798828125	0.8642223640690037	0.05403696010585213	0.0023668
0.019042968750	0.13094436458419312	0.14448904999864298	0.0023790
0.019287109375	0.1043872349080347	0.5925438038938343	0.0023913
0.019531250000	0.5427268843109996	0.3718845959689283	0.0024037
0.019775390625	0.1536781016138309	0.17874406280107846	0.0024163
0.020019531250	0.33776530741040245	0.879565865666529	0.0024290
0.020263671875	0.44700420980953115	0.1218694289246608	0.0024418
0.020507812500	0.32368828324332966	0.5190333369154783	0.0024547
0.020751953125	0.17566600169545	0.1757648472391331	0.0024678
0.020996093750	0.724135906607136	0.5682501203920305	0.0024809
0.021240234375	0.41918367128026757	0.5495445768792668	0.0024943
0.021484375000	0.7642593703102597	0.7754557468669231	0.0025077
0.021728515625	0.09640162053449808	0.2884043006503678	0.0025213
0.021972656250	0.7227283295329431	0.6465644765147788	0.0025350
0.022216796875	0.06963947607518073	0.523643531304121	0.0025489
0.022460937500	0.4290366167190869	0.4522531041774214	0.0025629
0.022705078125	0.22101205841345306	0.5528663998449606	0.0025771
0.022949218750	0.185872906333434	0.03338180786346101	0.0025914
0.023193359375	0.08664213997504189	0.7044927017585256	0.0026059
0.023437500000	0.8785499348170016	0.11718110598883325	0.0026205
0.023681640625	0.6823414608749072	0.4651252984170249	0.0026352
0.023925781250	0.5969620251333585	0.5216767382785154	0.0026501
0.024169921875	0.48343695006458554	0.40398447400466586	0.0026652
0.024414062500	0.4402675865467096	0.3221135175559511	0.0026805
0.024658203125	0.13177078160207611	0.015533038695477952	0.0026959
0.024902343750	0.30046972191342336	0.7806781250822152	0.0027114
0.025146484375	0.33450439398919807	0.7195808118369301	0.0027272
0.025390625000	0.32829449403414124	0.5996100069158059	0.0027431
0.025634765625	0.5922079892860317	0.907570693918141	0.0027592
0.025878906250	0.4732431222306316	0.8478286004171008	0.0027754
0.026123046875	0.8478191276102048	0.10441301870071662	0.0027919
0.026367187500	0.9594209532452771	0.732494033815495	0.0028085
0.026611328125	0.883404800201311	0.027148464022836882	0.0028253
0.026855468750	0.8097223576022116	0.2394575702210695	0.0028423
0.027099609375	0.3082637062040846	0.5648841305808744	0.0028595
0.027343750000	0.5631776675896495	0.5503473658928398	0.0028769
0.027587890625	0.2797564540705201	0.4788616677848596	0.0028944
0.027832031250	0.14374464432533807	0.05907368690253545	0.0029122
0.028076171875	0.677353308076231	0.9271797746152899	0.0029302
0.028320312500	0.4335532008873003	0.7568273219923177	0.0029484
0.028564453125	0.3107405329831977	0.755608266453294	0.0029668
0.028808593750	0.4795893487183911	0.7321834711554532	0.0029854
0.029052734375	0.8844278470979416	0.8640941213759586	0.0030043
0.029296875000	0.42003041477726255	0.5417130101367735	0.0030234
0.029541015625	0.8641513633012959	0.8579746753510407	0.0030427
0.029785156250	0.15491991282046902	0.24654170409684328	0.0030622
0.030029296875	0.09446756147622659	0.6235769366364066	0.0030819
0.030273437500	0.5055980421384129	0.9815868463018669	0.0031019
0.030517578125	0.002285828953193958	0.4297957295590248	0.0031222
0.030761718750	0.10827893554367918	0.02674060044274007	0.0031427
0.031005859375	0.4876882890005977	0.6504082190067717	0.0031634
0.031250000000	0.5693935369176683	0.4830574948538928	0.0031844
0.031494140625	0.15123736701659773	0.22629537388493137	0.0032057
0.031738281250	0.47379290171311317	0.8220432274430111	0.0032272
0.031982421875	0.33607305996881676	0.5424063174966985	0.0032490
0.032226562500	0.6816334636950819	0.7724306583589641	0.0032711
0.032470703125	0.5734538324312103	0.4812139804898442	0.0032934
0.032714843750	0.9757424442070954	0.23636809833457717	0.0033161
0.032958984375	0.4119956145387367	0.03257617184954964	0.0033390
0.033203125000	0.528487857953455	0.1857338948770929	0.0033622
0.033447265625	0.28371612940139757	0.9893288718237143	0.0033857
0.033691406250	0.8456546986878394	0.7793306956061281	0.0034095
0.033935546875	0.014092706676208322	0.9386036367633135	0.0034337
0.034179687500	0.8145546192163444	0.26300146576606753	0.0034581
0.034423828125	0.818693124966378	0.9707741832110336	0.0034829
0.034667968750	0.23457391180658116	0.5672485026565764	0.0035080
0.034912109375	0.14554116652463978	0.27110230187371254	0.0035335
0.035156250000	0.7405902860656961	0.9007260254080144	0.0035592
0.035400390625	0.5202297348475826	0.03356614354873855	0.0035854
0.035644531250	0.34316634828326265	0.05301560461414456	0.0036119
0.035888671875	0.629895875561023	0.942019014484051	0.0036387
0.036132812500	0.904153322258208	0.5663828206074106	0.0036659
0.036376953125	0.24252406212916178	0.8007402735361702	0.0036935
0.036621093750	0.742316097329092	0.41375313142452763	0.0037215
0.036865234375	0.19964512555291458	0.764604211443503	0.0037499
0.037109375000	0.2208163598092021	0.32893293540195834	0.0037786
0.037353515625	0.6433500094947082	0.01850670655898312	0.0038078
0.037597656250	0.6068678163614706	0.4751419988557968	0.0038374
0.037841796875	0.8426394784282817	0.6863537365449559	0.0038674
0.038085937500	0.713603535713689	0.7092118376309523	0.0038979
0.038330078125	0.46948146164300986	0.21182969206257785	0.0039287
0.038574218750	0.83517258779652	0.30134373624074573	0.0039601
0.038818359375	0.9415505161163148	0.4463276761494055	0.0039919
0.039062500000	0.2683090030949553	0.604109442627584	0.0040241
0.039306640625	0.4964744511553204	0.2038377175049445	0.0040568
0.039550781250	0.27709335155179493	0.8294162663862806	0.0040901
0.039794921875	0.9915153665031193	0.09825329918995007	0.0041238
0.040039062500	0.7023532973427418	0.788447853522271	0.0041580
0.040283203125	0.03296342678870501	0.06547049498900892	0.0041927
0.040527343750	0.5431261411984764	0.1771302998106834	0.0042280
0.040771484375	0.9311238043423201	0.09081771621876578	0.0042638
0.041015625000	0.7448333623598586	0.7484631797879647	0.0043002
0.041259765625	0.14962805981968907	0.3117689729928874	0.0043371
0.041503906250	0.11729299779976621	0.5030930671773185	0.0043746
0.041748046875	0.3719037462092659	0.8465566656472774	0.0044126
0.041992187500	0.7754227610171152	0.8507975413604631	0.0044513
0.042236328125	0.04298650624709166	0.41121465655104206	0.0044906
0.042480468750	0.7464634524764502	0.5480852234489679	0.0045305
0.042724609375	0.26146149875461233	0.030746047671286303	0.0045710
0.042968750000	0.4197781953103753	0.10090769721758686	0.0046122
0.043212890625	0.19417174674278748	0.9245245378657767	0.0046541
0.043457031250	0.3287602803729952	0.2365175805761357	0.0046966
0.043701171875	0.7654331381395154	0.9517017721156636	0.0047399
0.043945312500	0.3491085995492942	0.994796219485725	0.0047838
0.044189453125	0.23284704881914797	0.8393077344375492	0.0048285
0.044433593750	0.7737059923820558	0.9669135841998974	0.0048739
0.044677734375	0.40340310423673276	0.783894786559528	0.0049201
0.044921875000	0.8815631928418703	0.21797192762909678	0.0049671
0.045166015625	0.6664167335176504	0.9169903527603779	0.0050148
0.045410156250	0.5567664006001061	0.4703240049181189	0.0050634
0.045654296875	0.7239463800292824	0.5552872458572897	0.0051128
0.045898437500	0.23309450833520695	0.19554536222919994	0.0051630
0.046142578125	0.8846888200786286	0.11841456291210728	0.0052141
0.046386718750	0.9409472097820099	0.3655798713543278	0.0052662
0.046630859375	0.053950377043859965	0.09029617532641887	0.0053191
0.046875000000	0.5154528078283598	0.7473658564476016	0.0053729
0.047119140625	0.10014533601588227	0.4245182307224603	0.0054278
0.047363281250	0.08810038054917846	0.7902902571390955	0.0054836
0.047607421875	0.10737293450356822	0.34979058126673723	0.0055404
0.047851562500	0.8289681450868241	0.3521063944614754	0.0055982
0.048095703125	0.1339769480125037	0.6185014430259281	0.0056571
0.048339843750	0.5325958962441646	0.7364907329763747	0.0057170
0.048583984375	0.4885926200923836	0.8595288751721546	0.0057781
0.048828125000	0.047776195901895746	0.7742024051831056	0.0058403
0.049072265625	0.20803794693080135	0.8458860417144255	0.0059036
0.049316406250	0.7400157015380809	0.969849028849424	0.0059681
0.049560546875	0.3755074345421101	0.16844220022119982	0.0060339
0.049804687500	0.14514420018084473	0.057550792311473864	0.0061009
0.050048828125	0.15287796668119447	0.018874464843861904	0.0061692
0.050292968750	0.7235258395644659	0.6613341422218614	0.0062387
0.050537109375	0.917538502815016	0.5281703103404283	0.0063097
0.050781250000	0.15655337998029617	0.13987562469862969	0.0063820
0.051025390625	0.6920063882865726	0.3814141967740705	0.0064557
0.051269531250	0.9405830117936013	0.11025496790189737	0.0065309
0.051513671875	0.13369457842142307	0.23525614922060267	0.0066075
0.051757812500	0.12819370938217967	0.5916663335935437	0.0066857
0.052001953125	0.7125462335700886	0.8013740138375349	0.0067655
0.052246093750	0.9426318183889004	0.1875748269863221	0.0068469
0.052490234375	0.3458539957995066	0.32740528039082806	0.0069299
0.052734375000	0.648527809906574	0.23359517602227253	0.0070146
0.052978515625	0.6824332241313965	0.6062382902634549	0.0071010
0.053222656250	0.5004491789308573	0.37840817171797536	0.0071893
0.053466796875	0.4324200835610912	0.5752167106113097	0.0072793
0.053710937500	0.8105796610962946	0.6363196693061034	0.0073713
0.053955078125	0.6243165641701427	0.028725647710137636	0.0074652
0.054199218750	0.17779164735778874	0.552605702112238	0.0075611
0.054443359375	0.43750644256270255	0.9607909075126269	0.0076590
0.054687500000	0.7026049819239369	0.756576882636375	0.0077591
0.054931640625	0.3063176965164285	0.578738131175869	0.0078613
0.055175781250	0.5760025754942779	0.8423339402182805	0.0079657
0.055419921875	0.32080812395740166	0.08462162079741553	0.0080724
0.055664062500	0.774798875798673	0.21347510444313134	0.0081815
0.055908203125	0.5598030912381523	0.9080472169929937	0.0082929
0.056152343750	0.7222346527520359	0.2555558927513739	0.0084069
0.056396484375	0.8833151633407259	0.19217771771428838	0.0085234
0.056640625000	0.6796975575706155	0.9588898087292053	0.0086426
0.056884765625	0.8843275918564313	0.9841229176317452	0.0087645
0.057128906250	0.3239446795165418	0.9043187064009713	0.0088891
0.057373046875	0.15402475201542265	0.761581098227498	0.0090167
0.057617187500	0.43393006078384844	0.34586967007488745	0.0091472
0.057861328125	0.7499043710884307	0.6395121474575227	0.0092807
0.058105468750	0.8623163476733386	0.9767547751875096	0.0094174
0.058349609375	0.772808002299401	0.8437871017578504	0.0095573
0.058593750000	0.9989764082998112	0.8489592897144586	0.0097006
0.058837890625	0.25675764116918953	0.8131726812233813	0.0098473
0.059082031250	0.7472677144239902	0.8317024053383149	0.0099975
