x	y	z	w	!block
0.000000000000	0.32756102131842146	0.3506852439816912	0.3006218935651255	0.0000000
0.000244140625	0.8425893569131185	0.8796621228631595	0.8326541835846665	0.0000000
0.000488281250	0.7448702068340568	0.4901212068649691	0.24338090147849045	0.0000000
0.000732421875	0.14969864626248153	0.5261455087308464	0.16294476439672745	0.0000000
0.000976562500	0.12288869592552132	0.21851256310196654	0.7518064935080321	0.0000000
0.001220703125	0.7166702480156225	0.9927719143130889	0.36028243122170656	0.0000000
0.001464843750	0.5469497276402183	0.9949697161676074	0.776138943015832	0.0000000
0.001708984375	0.8925306643429469	0.25424334633944323	0.8241021957821109	0.0000000
0.001953125000	0.19152412307523303	0.06627761483069383	0.9083475668511433	0.0000000
0.002197265625	0.780934477295683	0.46576367997275514	0.3174251023767857	0.0000000
0.002441406250	0.11031846433582448	0.9167389898744545	0.1930248381128682	0.0000000
0.002685546875	0.017084075819867595	0.5885248656338715	0.03799582824131231	0.0000000
0.002929687500	0.6094281596849701	0.7776398173132355	0.7999904601530454	0.0000000
0.003173828125	0.7206206622875339	0.44821064879319117	0.8996683075385103	0.0000000
0.003417968750	0.899706302265739	0.9654863812019252	0.8421346224505212	0.0000000
0.003662109375	0.729387275141953	0.28534192168862493	0.2908008206428997	0.0000000
0.003906250000	0.4478558729145403	0.5371462749361509	0.7109155222828889	0.0000000
0.004150390625	0.10084893865542777	0.08122181690816865	0.02453032794204335	0.0000000
0.004394531250	0.6553671429074143	0.3708026464852121	0.6729784860025627	0.0000000
0.004638671875	0.7209717931900856	0.23061094120590764	0.043747026811938206	0.0000000
0.004882812500	0.28112292832912755	0.34033547967451616	0.41852605847690494	0.0000000
0.005126953125	0.04876690073538825	0.2291452969672335	0.6337625618623624	0.0000000
0.005371093750	0.8374779982200546	0.5178830980385754	0.1786630418584817	0.0000000
0.005615234375	0.3971289929490539	0.5563454287763858	0.604823014995311	0.0000000
0.005859375000	0.09045697803201924	0.06979426366014885	0.6976597884054654	0.0000000
0.006103515625	0.2900553785066713	0.5796772869220135	0.7958871417713299	0.0000000
0.006347656250	0.7013488024066225	0.6942145448393378	0.12899478246698615	0.0000000
0.006591796875	0.9101946456159818	0.1567064998207196	0.7159847731697426	0.0000000
0.006835937500	0.9877312299719953	0.5577917103861517	0.05259626551138208	0.0000000
0.007080078125	0.2607103990635933	0.3555097144993393	0.5598683866425886	0.0000000
0.007324218750	0.1445257096950242	0.9324430948942355	0.6257243265115546	0.0000000
0.007568359375	0.6977822592895045	0.8921151995636724	0.8248327410486711	0.0000000
0.007812500000	0.047135828470999286	0.30318430420032794	0.08161421190156215	0.0000000
0.008056640625	0.9652136796740913	0.1511581858356732	0.4141358934463203	0.0000000
0.008300781250	0.8155035710180776	0.04143332638401709	0.6879085035730889	0.0000000
0.008544921875	0.7854559051976177	0.024852886074873237	0.27241596022495207	0.0000000
0.008789062500	0.6158504221755299	0.7261064635689803	0.03998681801986892	0.0000000
0.009033203125	0.671148941941623	0.8978693935786792	0.07724669230136594	0.0000000
0.009277343750	0.041145749931395637	0.4927248885256984	0.47087568922205536	0.0000000
0.009521484375	0.6416538386358298	0.4032093881856942	0.3602677179978797	0.0000000
0.009765625000	0.776538771243798	0.028531476646933562	0.04718468280429333	0.0000000
0.010009765625	0.41801672744907614	0.6675149175845677	0.18729497933903594	0.0000000
0.010253906250	0.9160426557481979	0.8735371946580602	0.3365369891497887	0.0000000
0.010498046875	0.8697447579473527	0.6036206415767316	0.4599722883136178	0.0000000
0.010742187500	0.15499418079700278	0.8821076220044204	0.9826901603206659	0.0000000
0.010986328125	0.67444554910383	0.9531360821308308	0.26674772846513817	0.0000000
0.011230468750	0.40192304328924	0.13016900783874574	0.3257944105932855	0.0000000
0.011474609375	0.4879181909138909	0.6513711877688912	0.9975073194036715	0.0000000
0.011718750000	0.005522733870808039	0.28674492459351164	0.4322082771663579	0.0000000
0.011962890625	0.3031930679951341	0.20931288787545543	0.11770503914574382	0.0000000
0.012207031250	0.5088645965712512	0.8070846812293326	0.13555401279294554	0.0000000
0.012451171875	0.9821816876296036	0.07031881917252547	0.2823026318572489	0.0000000
0.012695312500	0.46465849750589394	0.03424818137804875	0.08219351527341934	0.0000000
0.012939453125	0.287275620668767	0.7997868837595666	0.5496541205881252	0.0000000
0.013183593750	0.5724339490953171	0.9371737342262715	0.4733609953444321	0.0000000
0.013427734375	0.7210569391453497	0.8607324791425799	0.7574002457431908	0.0000000
0.013671875000	0.04056314657454774	0.2708622332515004	0.7154936103212071	0.0000000
0.013916015625	0.4332599671855498	0.0827765811354928	0.05760666944447679	0.0000000
0.014160156250	0.30201810101414006	0.15761657236814164	0.6519304874308581	0.0000000
0.014404296875	0.6926379399532056	0.571716285642093	0.32229708957485026	0.0000000
0.014648437500	0.8009701523259135	0.6809157513105422	0.4345447773805864	0.0000000
0.014892578125	0.49919688580513577	0.16618148056027804	0.7530790120722411	0.0000000
0.015136718750	0.6554926453246045	0.013483871908906764	0.4938560630320269	0.0000000
0.015380859375	0.8654942024245897	0.9208263682532876	0.9239959313874196	0.0000000
0.015625000000	0.33679135288755135	0.8108201356454219	0.9309357141205535	0.0000000
