x	y	!doppler
0.000000000000	0.6417721880439318	0.0000000
0.000244140625	0.19935795968227865	-0.3515151
0.000488281250	0.30656991235509135	0.2907669
0.000732421875	0.47761196347140744	-0.4087501
0.000976562500	0.2736103629226213	0.7260038
0.001220703125	0.5294379054468584	0.7315072
0.001464843750	0.43147426319341997	-0.8605067
0.001708984375	0.7727590002859741	0.5436428
0.001953125000	0.1861217768835175	-0.6670782
0.002197265625	0.17405728777479834	-0.7991058
0.002441406250	0.43169043212500013	0.6237912
0.002685546875	0.6727870171180607	-0.0799964
0.002929687500	0.657234060157222	0.7113602
0.003173828125	0.3575779169706209	-1.1492932
0.003417968750	0.7919317678212588	1.3565681
0.003662109375	0.6335080657830748	-1.4405345
0.003906250000	0.9699278252797103	-1.4034827
0.004150390625	0.6749520258869635	-0.0370247
0.004394531250	0.571581231265885	-0.5742788
0.004638671875	0.4783953412836037	1.2214734
0.004882812500	0.8941377909134895	0.4981404
0.005126953125	0.795598918530379	-1.6069059
0.005371093750	0.17344872733232308	0.0125304
0.005615234375	0.5741648391436844	-0.0083421
0.005859375000	0.5492280641441518	1.7739877
0.006103515625	0.3975949600063329	0.4659106
0.006347656250	0.8974757126540497	0.8858671
0.006591796875	0.8911655340285235	1.8646927
0.006835937500	0.2812275061642162	-1.2449326
0.007080078125	0.4373098257720017	1.8704632
0.007324218750	0.4589831639253906	1.5145822
0.007568359375	0.5717773624316933	-2.0850454
0.007812500000	0.3813936277323954	1.1587985
0.008056640625	0.5598174913222166	1.8512031
0.008300781250	0.6715666801177748	-0.0284873
0.008544921875	0.2833373454770707	-1.4345028
0.008789062500	0.5713066197629715	0.3568140
0.009033203125	0.3118557686377159	2.2773619
0.009277343750	0.9215003346460279	2.1294156
0.009521484375	0.9416832672098396	2.2824085
0.009765625000	0.18457753504883267	-0.4138075
0.010009765625	0.831803119063005	-1.3408222
0.010253906250	0.8935183677309364	1.3259362
0.010498046875	0.35722575047646943	0.4076851
0.010742187500	0.8863878789759735	-2.4816153
0.010986328125	0.8600871560441314	-1.2269675
0.011230468750	0.24710236049049483	-0.0575466
0.011474609375	0.9775293382053699	-0.2307593
0.011718750000	0.5894603457226772	-1.6259875
0.011962890625	0.23863456285633045	-2.5733122
0.012207031250	0.5879085827521048	0.3965113
0.012451171875	0.1787034830685913	2.2777254
0.012695312500	0.9486933588472094	-2.6332127
0.012939453125	0.5494172540005451	2.2518901
0.013183593750	0.13072842351937541	-2.2460186
0.013427734375	0.49247496451423567	2.6580356
0.013671875000	0.44657480060374566	-2.6127730
0.013916015625	0.17984493647995092	0.6913435
0.014160156250	0.908382482816541	2.3989955
0.014404296875	0.7466332949394928	-1.6441770
0.014648437500	0.6176236027466443	-2.6758087
0.014892578125	0.896699912793278	-0.2356891
0.015136718750	0.2452070395498286	2.0696854
0.015380859375	0.34361098079045294	2.9277812
0.015625000000	0.40248981563942376	2.8826462
0.015869140625	0.9605046402940772	2.6734584
0.016113281250	0.4842986772487686	2.6712650
0.016357421875	0.8052812037375101	2.8988234
0.016601562500	0.9709773524091596	3.0750815
0.016845703125	0.9186585163429634	2.6330098
0.017089843750	0.6344417240055594	1.0023698
0.017333984375	0.2716250618658306	-1.5588263
0.017578125000	0.6081361235692956	-3.1594969
0.017822265625	0.4783752261386419	-1.4813832
0.018066406250	0.6856496871931999	2.2943315
0.018310546875	0.8567418667654405	2.5881932
0.018554687500	0.41870294196812397	-1.8672330
0.018798828125	0.2793974838867358	-2.4866556
0.019042968750	0.8315111785137942	2.6182696
0.019287109375	0.6377450018833418	1.0536865
0.019531250000	0.6725538351412758	-3.3108894
0.019775390625	0.9616613431926859	2.0422842
0.020019531250	0.7320371489566873	0.9055065
0.020263671875	0.5804075173008563	-3.0246172
0.020507812500	0.5874626279278844	3.2942852
0.020751953125	0.6545274790486256	-2.1140875
0.020996093750	0.2524651891684878	0.3736504
0.021240234375	0.8899909743341187	1.2283971
0.021484375000	0.22534392381307966	-2.3789351
0.021728515625	0.9018921005357474	3.0596862
0.021972656250	0.821483817612223	-3.3919580
0.022216796875	0.11651154689601795	3.5223177
0.022460937500	0.9642913244598519	-3.5655566
0.022705078125	0.08143575330765518	3.5861140
0.022949218750	0.6665977291274994	-3.5967412
0.023193359375	0.8407682903458594	3.5620259
0.023437500000	0.7011043750294494	-3.4039455
0.023681640625	0.5764630815683001	3.0138636
0.023925781250	0.7048629415221727	-2.2794704
0.024169921875	0.9207779399434327	1.1342768
0.024414062500	0.5376307104926653	0.3719714
0.024658203125	0.31523260756358995	-2.0035529
0.024902343750	0.793978180791479	3.3178028
0.025146484375	0.08783153554579126	-3.7568501
0.025390625000	0.20913259425703645	2.8909849
0.025634765625	0.8053701895689308	-0.7609810
0.025878906250	0.3817268487634258	-1.8741651
0.026123046875	0.14720818775090994	3.6697382
0.026367187500	0.9240200215189146	-3.3786909
0.026611328125	0.45990554037087006	0.8492165
0.026855468750	0.33102226708975235	2.4077547
0.027099609375	0.16065172950584772	-3.9085730
0.027343750000	0.6016750160330372	2.1464698
0.027587890625	0.836666701106338	1.6372627
0.027832031250	0.843315412970401	-3.9414191
0.028076171875	0.7660363892232589	2.2104736
0.028320312500	0.7187249917778072	2.0077284
0.028564453125	0.39421195478196724	-3.9883268
0.028808593750	0.9548837337808133	1.1135673
0.029052734375	0.22421745514842883	3.2587860
0.029296875000	0.10400550075889903	-3.3154254
0.029541015625	0.5051747438367414	-1.3026296
0.029785156250	0.038526172523060453	4.0844746
0.030029296875	0.8738841728450604	-0.6731557
0.030273437500	0.058585894657810056	-3.8530967
0.030517578125	0.7618421190305633	2.1226633
0.030761718750	0.10744805191774809	3.2249605
0.031005859375	0.4223012817454388	-2.9967547
0.031250000000	0.1196135136492591	-2.6288582
0.031494140625	0.05898235933794749	3.4406944
0.031738281250	0.4886270462673534	2.2848770
0.031982421875	0.9031466611517202	-3.5985343
0.032226562500	0.6353661246269087	-2.2734556
0.032470703125	0.5453832604463755	3.5328855
0.032714843750	0.6097093686507151	2.5928513
0.032958984375	0.19222291317670648	-3.2113702
0.033203125000	0.0737833670936291	-3.1723013
0.033447265625	0.29825741966472763	2.5302360
0.033691406250	0.22649293540750626	3.8482051
0.033935546875	0.6876403896769174	-1.3741804
0.034179687500	0.6478825591071595	-4.3329821
0.034423828125	0.49361618235821925	-0.2779960
0.034667968750	0.4073122362871239	4.2278128
0.034912109375	0.13314009450784103	2.2134902
0.035156250000	0.4088458561171132	-3.1431883
0.035400390625	0.9209098041459093	-3.8807644
0.035644531250	0.9861475943418334	0.9603727
0.035888671875	0.5915450050606834	4.4587972
0.036132812500	0.4311987934238881	1.8470427
0.036376953125	0.9216756633567458	-3.2396539
0.036621093750	0.9980388336915778	-4.0917463
0.036865234375	0.2598985222891135	0.2827019
0.037109375000	0.09438363525289994	4.3043902
0.037353515625	0.2196328890410032	3.0784980
0.037597656250	0.8183918142123261	-1.8129588
0.037841796875	0.15866937863474262	-4.5922258
0.038085937500	0.7511627778188537	-2.1485984
0.038330078125	0.6536059020135746	2.6798231
0.038574218750	0.3420234707165436	4.5936390
0.038818359375	0.7244722163185089	1.6307585
0.039062500000	0.2656712716320425	-3.0195236
0.039306640625	0.5248556895215398	-4.6016047
0.039550781250	0.5582993838960807	-1.6203302
0.039794921875	0.9890739080152878	2.9259461
0.040039062500	0.0025697186897333246	4.6916460
0.040283203125	0.12684222917535393	2.1071930
0.040527343750	0.3054752909114903	-2.3811764
0.040771484375	0.33702541200602687	-4.7499208
0.041015625000	0.8536314939666223	-2.9965168
0.041259765625	0.03813699716758223	1.2933173
0.041503906250	0.8203619243628875	4.5001467
0.041748046875	0.8000798441854964	4.0473274
0.041992187500	0.7992319742109231	0.3822126
0.042236328125	0.9281502838742456	-3.5701939
0.042480468750	0.9386905385183631	-4.7974149
0.042724609375	0.4686272448178598	-2.4513118
0.042968750000	0.31958881810096895	1.6735773
0.043212890625	0.9505323979591711	4.5933124
0.043457031250	0.4470638897636884	4.2983731
0.043701171875	0.8786972303334439	1.0669464
0.043945312500	0.6942367543439442	-2.8685260
0.044189453125	0.28055406123788085	-4.9122757
0.044433593750	0.13913568498074846	-3.7975385
0.044677734375	0.16765065101597487	-0.2997850
0.044921875000	0.8581017335309068	3.3711970
0.045166015625	0.9904660727467146	4.9973668
0.045410156250	0.5866690323398996	3.6660793
0.045654296875	0.38250237188411074	0.2174596
0.045898437500	0.018673124424454124	-3.3428266
0.046142578125	0.2507838570769316	-5.0333659
0.046386718750	0.5003824755007913	-3.9769957
0.046630859375	0.5718864059944412	-0.8016160
0.046875000000	0.6811548625336977	2.7820288
0.047119140625	0.795637840496985	4.9263706
0.047363281250	0.8259995574630832	4.5864496
0.047607421875	0.19599649104636208	1.9871300
0.047851562500	0.07710953211608362	-1.5631910
0.048095703125	0.6967755696874063	-4.3599106
0.048339843750	0.39767643674037767	-5.1203123
0.048583984375	0.9484039404948671	-3.5442206
0.048828125000	0.24699211984645808	-0.3895097
0.049072265625	0.7534974282551213	2.9243909
0.049316406250	0.053989049828126134	4.9680927
0.049560546875	0.29947635865372635	4.9076164
0.049804687500	0.1881029471361645	2.8153486
0.050048828125	0.2247524804033617	-0.4129191
0.050292968750	0.6109197646396152	-3.4644757
0.050537109375	0.9431898187493843	-5.1490885
0.050781250000	0.5468722025793343	-4.8501339
0.051025390625	0.20481667398845782	-2.7242827
0.051269531250	0.9817908515948264	0.4014278
0.051513671875	0.8574485342681116	3.3694999
0.051757812500	0.30802112411621585	5.1248634
0.052001953125	0.6754208616784344	5.0794147
0.052246093750	0.035850215405510144	3.2880903
0.052490234375	0.8725954517783192	0.3936842
0.052734375000	0.8130278927866291	-2.6201792
0.052978515625	0.15489123647064762	-4.7694739
0.053222656250	0.4952225935214356	-5.3853930
0.053466796875	0.4836182680956054	-4.3073777
0.053710937500	0.226459085452832	-1.9044149
0.053955078125	0.9088104820778166	1.0666289
0.054199218750	0.28419686648980913	3.7086208
0.054443359375	0.13862501184737408	5.2552487
0.054687500000	0.2611100329955883	5.2848513
0.054931640625	0.8869028238457046	3.8210344
0.055175781250	0.2653286120391213	1.3017582
0.055419921875	0.3894843157038873	-1.5631402
0.055664062500	0.5715309545322291	-3.9977327
0.055908203125	0.9072915730259158	-5.3688430
0.056152343750	0.2235942290478724	-5.3430245
0.056396484375	0.10009502445391139	-3.9557278
0.056640625000	0.730397634764295	-1.5826615
0.056884765625	0.12197350757985004	1.1712032
0.057128906250	0.2928410948719288	3.6308441
0.057373046875	0.3735710394653653	5.2162334
0.057617187500	0.11331882477996269	5.5736719
0.057861328125	0.4662990510198449	4.6456721
0.058105468750	0.7580359735783202	2.6685279
0.058349609375	0.9816967156058731	0.1041431
0.058593750000	0.33505547975728356	-2.4733238
0.058837890625	0.6204430067809211	-4.5075532
0.059082031250	0.3123216061948204	-5.5776172
0.059326171875	0.858328965759178	-5.4792168
0.059570312500	0.10375916161972021	-4.2557050
0.059814453125	0.9922958060231392	-2.1766510
0.060058593750	0.3996494298603519	0.3274842
0.060302734375	0.6529925237077021	2.7580782
0.060546875000	0.4897201891225811	4.6482103
0.060791015625	0.36890047234032186	5.6499348
0.061035156250	0.23176388608843645	5.5935007
0.061279296875	0.43173488128353243	4.5097515
0.061523437500	0.6412489517839248	2.6145360
0.061767578125	0.17750579759578233	0.2609476
0.062011718750	0.4325720409320929	-2.1295969
